gene,HR,95% CI,p.value
ENSG00000141519,150,(3.2-7100),0.0108
ENSG00000143512,4.18,(1.2-14),0.0209
ENSG00000158483,94.5,(6.4-1400),0.000931
ENSG00000120937,2.12,(1-4.3),0.0391
ENSG00000157693,0.0527,(0.0036-0.78),0.0319
ENSG00000147650,3.49,(1.4-8.4),0.00554
ENSG00000109794,0.0177,(0.00039-0.79),0.0377
ENSG00000168830,6.13,(1.2-32),0.033
ENSG00000024526,2.77,(1-7.6),0.0489
ENSG00000128791,6.35,(1.3-30),0.0205
ENSG00000152422,8.8,(2-38),0.00364
ENSG00000108813,2.63,(1.2-5.6),0.0131
ENSG00000277586,0.0114,(0.00023-0.58),0.0255
ENSG00000126243,31.7,(1.8-570),0.0187
ENSG00000251493,3.1,(1.3-7.6),0.013
ENSG00000172164,3.46,(1.4-8.4),0.00579
ENSG00000131808,81.7,(1.1-6300),0.0473
ENSG00000281216,6.86,(1.4-35),0.0196
ENSG00000162849,6.86,(1.4-35),0.0196
ENSG00000156802,3.47,(1.1-11),0.0395
ENSG00000104381,5.72,(1.9-18),0.00238
ENSG00000114850,4.18,(1.5-12),0.00639
ENSG00000092969,4.12,(1.2-14),0.0225
ENSG00000164823,235,(2.9-19000),0.0149
ENSG00000130477,0.0471,(0.003-0.75),0.0302
ENSG00000165983,4.57,(1.5-14),0.00714
ENSG00000172023,85.7,(1.8-4200),0.025
ENSG00000171100,1.46e-05,(7.3e-09-0.029),0.00406
ENSG00000142511,6.2,(1.1-36),0.0428
ENSG00000170835,0.043,(0.0019-0.99),0.0496
ENSG00000198624,0.0926,(0.016-0.53),0.00725
ENSG00000129993,0.0293,(0.0018-0.49),0.0139
ENSG00000134242,0.00503,(0.00012-0.22),0.00575
ENSG00000143622,15.9,(2.7-93),0.00211
ENSG00000007171,7.7,(1.2-49),0.031
ENSG00000164512,0.0185,(0.00061-0.57),0.0223
ENSG00000124232,59.1,(1.4-2400),0.0315
ENSG00000163739,0.0135,(0.00028-0.65),0.0297
ENSG00000142197,3.92,(1.1-14),0.0341
ENSG00000113273,10.8,(1.2-95),0.0314
ENSG00000111981,0.00389,(6.9e-05-0.22),0.00697
ENSG00000146938,0.333,(0.14-0.79),0.0126
ENSG00000101448,0.0286,(0.00085-0.96),0.0475
ENSG00000114854,1.34,(1.1-1.7),0.0142
ENSG00000103269,28.5,(2.5-330),0.00712
ENSG00000082556,9.3,(1.2-75),0.0362
ENSG00000140519,688,(2-230000),0.0278
ENSG00000170921,8.77,(1.1-73),0.0444
ENSG00000138286,71,(4.2-1200),0.00304
ENSG00000158234,3.73,(1.2-12),0.0257
ENSG00000168528,75.1,(1.1-5200),0.0457
ENSG00000117322,0.00083,(3.4e-06-0.2),0.0114
ENSG00000180914,13.4,(1.5-120),0.0206
ENSG00000054392,3.19,(1.1-9.4),0.0357
ENSG00000280680,3.19,(1.1-9.4),0.0357
ENSG00000198807,61.2,(1.5-2500),0.0304
ENSG00000018610,0.00746,(0.00019-0.3),0.0092
ENSG00000187398,9730,(3.6-2.7e+07),0.0229
ENSG00000188803,3.22,(1.3-8),0.0115
ENSG00000117090,0.00531,(0.00014-0.19),0.00437
ENSG00000025423,0.0528,(0.0082-0.34),0.002
ENSG00000126821,2.08,(1.1-3.9),0.0212
ENSG00000285281,2.08,(1.1-3.9),0.0212
ENSG00000242221,1.65,(1.1-2.6),0.0269
ENSG00000135426,0.0139,(3e-04-0.64),0.0289
ENSG00000130656,160,(2.3-11000),0.0189
ENSG00000034677,0.173,(0.031-0.97),0.0459
ENSG00000163295,6.97,(1.1-42),0.0351
ENSG00000120662,0.0526,(0.0034-0.82),0.0352
ENSG00000260735,0.00263,(9e-06-0.77),0.0402
ENSG00000282091,0.00263,(9e-06-0.77),0.0402
ENSG00000119965,40.6,(1.1-1500),0.0441
ENSG00000178096,43.1,(4.4-420),0.00116
ENSG00000114771,0.023,(0.00089-0.6),0.0233
ENSG00000146006,0.00108,(3.6e-06-0.32),0.0188
ENSG00000054219,0.137,(0.038-0.49),0.00224
ENSG00000151657,11.6,(1.2-120),0.0362
ENSG00000156009,2.32,(1.5-3.5),9.43e-05
ENSG00000089116,352,(1.4-91000),0.0387
ENSG00000226887,1.51,(1.1-2.1),0.0199
ENSG00000278828,17.6,(3.3-94),0.000802
ENSG00000119715,148,(1.9-12000),0.0251
ENSG00000197977,4.71,(1.4-15),0.0101
ENSG00000231607,699,(9.8-50000),0.00262
ENSG00000006377,28.7,(2.6-310),0.00577
ENSG00000081479,1.96,(1.1-3.6),0.0306
ENSG00000260916,0.161,(0.036-0.72),0.0169
ENSG00000163499,4.58,(1.8-12),0.00181
ENSG00000290796,1550,(1.2-2100000),0.0456
ENSG00000147316,29.7,(1.9-460),0.0155
ENSG00000285262,29.7,(1.9-460),0.0155
ENSG00000088756,9.64,(2.4-39),0.00162
ENSG00000163629,2.55,(1.4-4.7),0.00252
ENSG00000077009,0.179,(0.035-0.91),0.038
ENSG00000164778,42.4,(1.8-980),0.0192
ENSG00000277157,65.5,(3.5-1200),0.00509
ENSG00000101751,2.99,(1.1-8.4),0.0386
ENSG00000132613,450,(4.9-41000),0.008
ENSG00000110076,0.00998,(4e-04-0.25),0.00491
ENSG00000170775,2.44,(1.4-4.2),0.0015
ENSG00000140379,0.256,(0.067-0.98),0.0461
ENSG00000128683,9.53,(2.5-37),0.00103
ENSG00000012211,60,(3.5-1000),0.00481
ENSG00000174946,0.0217,(0.00087-0.54),0.0194
ENSG00000165300,4.86,(1.2-20),0.0271
ENSG00000170677,8.63,(1.4-54),0.0216
ENSG00000176842,17.8,(3.5-92),0.000584
ENSG00000196482,3.06,(1.5-6.3),0.00248
ENSG00000268916,3.34,(1.7-6.8),0.000799
ENSG00000072415,8.63,(1.4-53),0.02
ENSG00000112137,0.0486,(0.0045-0.53),0.0129
ENSG00000183955,9.38,(1.7-52),0.0102
ENSG00000187079,3.02,(1.4-6.6),0.00567
ENSG00000125864,8.65,(2.1-35),0.00243
ENSG00000135905,0.198,(0.045-0.88),0.033
ENSG00000079263,0.0026,(4e-05-0.17),0.00519
ENSG00000198822,5.99,(1-35),0.0486
ENSG00000047365,0.0213,(0.0015-0.31),0.005
ENSG00000171873,34.9,(1.6-770),0.0244
ENSG00000113594,2.28,(1.4-3.8),0.00175
ENSG00000115159,32.4,(2.2-470),0.0109
ENSG00000104866,162,(1.2-21000),0.0406
ENSG00000197535,0.139,(0.028-0.69),0.0162
ENSG00000123560,0.0053,(1e-04-0.28),0.00955
ENSG00000137225,32.1,(1.2-840),0.0376
ENSG00000157445,0.0143,(0.00028-0.73),0.0344
ENSG00000152104,4.49,(1.7-12),0.0019
ENSG00000163600,0.0246,(0.00081-0.74),0.0331
ENSG00000135931,504,(4.9-52000),0.00845
ENSG00000169583,1.36,(1.1-1.8),0.018
ENSG00000203857,1.29,(1-1.6),0.02
ENSG00000000460,4.39,(1.5-13),0.00703
ENSG00000136327,753000,(300-1.9e+09),0.000702
ENSG00000140557,190,(1.9-19000),0.0253
ENSG00000073067,0.00916,(0.00011-0.77),0.0377
ENSG00000170820,30.8,(1.6-600),0.0239
ENSG00000157219,176,(1.6-19000),0.0304
ENSG00000137033,0.0396,(0.0034-0.46),0.0101
ENSG00000069018,5.28,(1.7-16),0.00412
ENSG00000103449,1.99,(1.3-3),0.00107
ENSG00000177732,9.06,(1.7-49),0.0103
ENSG00000157680,5.91,(1.3-26),0.0184
ENSG00000175305,71.2,(5.8-870),0.000824
ENSG00000213401,1.5,(1.1-2),0.0104
ENSG00000115297,126,(1.6-9800),0.0295
ENSG00000211639,0.0232,(0.00085-0.63),0.0254
ENSG00000134595,3.52,(1.1-11),0.0313
ENSG00000137675,838,(4.5-160000),0.0117
ENSG00000099617,81600,(38-1.7e+08),0.00386
ENSG00000197172,1.48,(1.1-1.9),0.00461
ENSG00000112238,18,(1.2-280),0.0377
ENSG00000075643,11.8,(1.2-120),0.0347
ENSG00000277075,8.29,(1.7-42),0.01
ENSG00000148677,44.7,(1.2-1700),0.0404
ENSG00000105967,0.176,(0.035-0.87),0.0338
ENSG00000111339,3.01,(1-9),0.0475
ENSG00000142611,28.3,(1-790),0.0485
ENSG00000138792,1.87,(1.2-3),0.011
ENSG00000092470,404,(14-12000),0.000491
ENSG00000143847,4.6,(1-21),0.0458
ENSG00000138653,44.6,(1.4-1500),0.033
ENSG00000129990,56,(2.9-1100),0.00741
ENSG00000165506,3.07,(1-9.4),0.0493
ENSG00000198346,12.5,(2-78),0.00707
ENSG00000187758,0.000717,(7.4e-07-0.7),0.0392
ENSG00000064225,2.03,(1.2-3.4),0.00594
ENSG00000186462,7.21e-05,(2e-07-0.026),0.00152
ENSG00000127152,0.0146,(4e-04-0.53),0.0212
ENSG00000144230,847,(2.6-270000),0.0222
ENSG00000035720,0.0255,(0.0013-0.49),0.0152
ENSG00000112029,4.22,(1.2-15),0.0225
ENSG00000121542,53.9,(1.4-2100),0.0318
ENSG00000274247,120,(7.2-2000),0.000856
ENSG00000204983,120,(7.2-2000),0.000856
ENSG00000102780,22.9,(1.4-380),0.0292
ENSG00000076770,1.82,(1-3.2),0.0342
ENSG00000249948,0.0305,(0.00096-0.96),0.0476
ENSG00000274473,0.0207,(0.00046-0.93),0.0457
ENSG00000070031,0.0207,(0.00046-0.93),0.0457
ENSG00000121621,5.8,(1.1-32),0.0433
ENSG00000087842,2.53,(1-6.4),0.0488
ENSG00000125245,0.0085,(0.00028-0.26),0.00611
ENSG00000115488,630,(1.8-220000),0.0315
ENSG00000205413,0.0788,(0.0087-0.71),0.0239
ENSG00000066382,0.0368,(0.0027-0.51),0.0137
ENSG00000021574,11.9,(1.7-83),0.012
ENSG00000113396,2.36,(1.4-4),0.00139
ENSG00000176076,13.5,(1.5-120),0.0188
ENSG00000143498,4.14,(1.3-13),0.0183
ENSG00000264522,115,(1.5-8800),0.0317
ENSG00000172331,3.69,(1.2-11),0.0203
ENSG00000120251,0.0023,(1.5e-05-0.35),0.0176
ENSG00000107018,150,(1.2-19000),0.0426
ENSG00000176697,0.0449,(0.0024-0.84),0.0375
ENSG00000242779,11.4,(3-44),0.000396
ENSG00000153283,0.00306,(1.5e-05-0.61),0.0323
ENSG00000158473,0.018,(0.0015-0.21),0.00138
ENSG00000175315,2.74,(1.2-6),0.0128
ENSG00000169248,0.233,(0.055-0.98),0.0476
ENSG00000164438,26.4,(1.5-460),0.0251
ENSG00000105429,1530,(16-150000),0.0016
ENSG00000169551,105,(5.2-2100),0.00246
ENSG00000163064,7.95,(1.3-49),0.0249
ENSG00000153233,0.00398,(0.00014-0.11),0.00115
ENSG00000112319,9.26,(1.4-62),0.0215
ENSG00000154262,0.0217,(5e-04-0.94),0.0466
ENSG00000159450,20.5,(2.9-140),0.00244
ENSG00000183145,35.1,(1.7-730),0.0212
ENSG00000125084,22.1,(1.1-440),0.0425
ENSG00000108255,167,(1.9-15000),0.0255
ENSG00000184845,0.0364,(0.0026-0.51),0.0138
ENSG00000129173,25.4,(2.6-250),0.00557
ENSG00000153064,0.00559,(4.4e-05-0.71),0.0356
ENSG00000154839,20.9,(2-220),0.0112
ENSG00000262634,20.9,(2-220),0.0112
ENSG00000023445,0.0925,(0.011-0.75),0.0254
ENSG00000184185,34.5,(2.5-470),0.00799
ENSG00000203666,260,(1.4-49000),0.0372
ENSG00000122592,57.6,(2.3-1500),0.0141
ENSG00000229894,0.0276,(0.00099-0.77),0.0346
ENSG00000196208,1000,(1.9-520000),0.0303
ENSG00000134343,10.7,(1.3-87),0.0265
ENSG00000122012,0.000586,(1.5e-06-0.22),0.0142
ENSG00000185345,100,(1.8-5600),0.0248
ENSG00000168955,0.00283,(1.1e-05-0.75),0.0394
ENSG00000108786,1.56,(1.1-2.3),0.022
ENSG00000180479,0.00473,(6.8e-05-0.33),0.0134
ENSG00000196277,0.00754,(1e-04-0.56),0.0263
ENSG00000127804,0.012,(0.00016-0.9),0.0446
ENSG00000185670,0.000306,(4e-07-0.24),0.0171
ENSG00000112486,0.000547,(1.6e-06-0.19),0.0115
ENSG00000182968,40.3,(1.1-1500),0.0456
ENSG00000111249,0.0135,(0.00026-0.71),0.0333
ENSG00000232860,262,(2.5-28000),0.0191
ENSG00000267796,68.8,(2.4-2000),0.0137
ENSG00000125820,9.01,(2.5-33),0.000858
ENSG00000113790,4.94,(1.5-16),0.00853
ENSG00000152463,0.00359,(1.4e-05-0.93),0.047
ENSG00000275714,31.6,(1-990),0.0492
ENSG00000165702,507,(3.5-73000),0.0139
ENSG00000124479,0.00635,(7.4e-05-0.54),0.0258
ENSG00000138798,69,(1.1-4400),0.0457
ENSG00000118402,0.063,(0.0044-0.9),0.0415
ENSG00000218416,2.11,(1.1-4),0.0229
ENSG00000107295,0.00599,(8e-05-0.45),0.0202
ENSG00000138271,2.23,(1-4.9),0.0433
ENSG00000141642,313,(1.9-52000),0.0274
ENSG00000080839,513,(8.7-30000),0.00271
ENSG00000149196,15.6,(2.4-100),0.00409
ENSG00000163519,3.22e-05,(5.6e-09-0.18),0.0191
ENSG00000206538,2.43,(1.1-5.5),0.032
ENSG00000137819,15.8,(1-240),0.0471
ENSG00000174840,2690,(2-3600000),0.0316
ENSG00000049130,85.9,(1.1-6500),0.0436
ENSG00000150045,4.96e-07,(7.6e-11-0.0032),0.00119
ENSG00000139618,9.39,(1.7-52),0.0106
ENSG00000121207,78.1,(1.6-3900),0.0289
ENSG00000229676,0.0519,(0.003-0.91),0.043
ENSG00000145244,0.00093,(4.1e-06-0.21),0.0116
ENSG00000277775,46.3,(1.3-1600),0.0345
ENSG00000250254,65.4,(1.6-2600),0.0265
ENSG00000116711,0.0096,(2e-04-0.47),0.0191
ENSG00000096006,0.000137,(3.6e-08-0.52),0.0343
ENSG00000006128,1.41e-08,(5.9e-14-0.0034),0.00424
ENSG00000105784,8.04e-05,(3e-08-0.21),0.019
ENSG00000078589,5.07e-05,(2.9e-08-0.09),0.00956
ENSG00000136155,5.18,(1.1-25),0.038
ENSG00000009694,0.00351,(1.5e-05-0.83),0.0428
ENSG00000170381,3.83,(1.3-11),0.0124
ENSG00000176714,0.000227,(7.1e-08-0.73),0.0416
ENSG00000121895,8.28e-06,(4.7e-10-0.15),0.0191
ENSG00000164542,5.49,(1.8-16),0.00231
ENSG00000168702,20.5,(1.2-350),0.0361
ENSG00000117602,448,(4.2-48000),0.0105
ENSG00000152455,10300,(7-1.5e+07),0.0131
ENSG00000115084,25.9,(1.7-400),0.0196
ENSG00000109943,7.63e-05,(6.6e-08-0.089),0.00847
ENSG00000147117,6.44e-06,(3.9e-10-0.1),0.0157
ENSG00000095464,3650000,(4.6-2.9e+12),0.0293
ENSG00000232159,12200,(3.3-4.5e+07),0.0247
ENSG00000146233,0.000128,(6.2e-08-0.26),0.0212
ENSG00000148942,560000,(11-2.9e+10),0.0169
ENSG00000129167,1.44e-05,(5.1e-10-0.41),0.0333
ENSG00000063177,14.7,(1.6-140),0.0184
ENSG00000167658,37.1,(2-700),0.0156
ENSG00000188846,7.16,(1.7-30),0.00756
ENSG00000173915,25.1,(3.2-190),0.00203
ENSG00000188643,2.52,(1-6.2),0.0445
ENSG00000228474,2.78,(1.1-6.9),0.0264
ENSG00000174886,26.6,(3.7-190),0.00118
ENSG00000092199,9.14,(1.1-78),0.043
ENSG00000116898,4.76,(1.2-19),0.0249
ENSG00000143612,4.62,(1.1-19),0.0363
ENSG00000117862,0.0969,(0.019-0.49),0.00501
ENSG00000148248,9.34,(1.9-46),0.0059
ENSG00000280951,9.34,(1.9-46),0.0059
ENSG00000243317,10.7,(2.1-54),0.00401
ENSG00000114861,0.418,(0.18-0.95),0.0378
ENSG00000198856,4.28,(1.4-13),0.0128
ENSG00000160131,7.47,(1.6-35),0.0101
ENSG00000123144,10.9,(1.2-95),0.0309
ENSG00000163463,10,(1.7-59),0.0108
ENSG00000125995,5.59,(1.3-24),0.0209
ENSG00000065427,7.82,(1.3-47),0.0253
ENSG00000266472,16.8,(2-140),0.00959
ENSG00000107341,14.1,(1-190),0.0463
ENSG00000265354,15.9,(1.9-130),0.0111
ENSG00000144895,15.2,(2.6-89),0.00252
ENSG00000010270,3.56,(1.1-12),0.0347
ENSG00000170759,6.97,(1.8-27),0.00473
ENSG00000254999,4.63,(1-21),0.0498
ENSG00000164967,43.4,(1.2-1500),0.0375
ENSG00000163527,4.44,(1.9-10),0.000618
ENSG00000134243,4.04,(1-16),0.0492
ENSG00000165997,8.53,(2.4-30),0.000975
ENSG00000228867,30.2,(3.1-290),0.00328
ENSG00000228854,30.2,(3.1-290),0.00328
ENSG00000235773,30.2,(3.1-290),0.00328
ENSG00000206484,30.2,(3.1-290),0.00328
ENSG00000137404,30.2,(3.1-290),0.00328
ENSG00000234809,30.2,(3.1-290),0.00328
ENSG00000236843,30.2,(3.1-290),0.00328
ENSG00000232388,9.75,(1.9-49),0.00584
ENSG00000126432,10.3,(1.6-65),0.0127
ENSG00000171135,42.1,(4.2-420),0.00147
ENSG00000096060,0.342,(0.15-0.79),0.0117
ENSG00000013374,0.197,(0.047-0.83),0.027
ENSG00000172301,4.55,(1.1-19),0.0373
ENSG00000070214,0.325,(0.16-0.66),0.00201
ENSG00000247556,0.203,(0.067-0.61),0.00482
ENSG00000134453,22.7,(3.3-150),0.00142
ENSG00000204272,5.53,(1.3-23),0.0202
ENSG00000163584,2.94,(1.3-6.8),0.0114
ENSG00000165312,0.0837,(0.011-0.64),0.0173
ENSG00000073803,9.43,(2-45),0.00495
ENSG00000124201,0.0701,(0.0082-0.6),0.0153
ENSG00000178502,0.169,(0.039-0.74),0.0178
ENSG00000175768,5.61,(1.1-28),0.0351
ENSG00000169967,0.144,(0.028-0.75),0.0214
ENSG00000082684,9.91,(2.3-43),0.00214
ENSG00000089094,0.34,(0.12-0.98),0.0453
ENSG00000158615,3.88,(1.7-9.1),0.00187
ENSG00000288213,44.4,(3.4-580),0.00391
ENSG00000225663,44.4,(3.4-580),0.00391
ENSG00000113845,7.89,(1.2-54),0.0352
ENSG00000116857,18,(3.1-110),0.00138
ENSG00000196850,0.0825,(0.013-0.51),0.00723
ENSG00000285022,0.0426,(0.0037-0.49),0.0112
ENSG00000147324,0.0426,(0.0037-0.49),0.0112
ENSG00000163605,5.44,(1.2-25),0.0279
ENSG00000143324,13.1,(2.6-66),0.00177
ENSG00000176087,27.2,(2.8-260),0.00433
ENSG00000135334,0.328,(0.12-0.89),0.0279
ENSG00000273607,2.33,(1.1-4.9),0.0257
ENSG00000250479,2.33,(1.1-4.9),0.0257
ENSG00000132405,0.0208,(0.00081-0.53),0.019
ENSG00000146535,3.41,(1.1-11),0.0336
ENSG00000141504,0.282,(0.086-0.92),0.0363
ENSG00000226950,6.87,(1.9-25),0.00375
ENSG00000029364,5.74,(1.6-21),0.00854
ENSG00000105518,7.87,(1-60),0.0473
ENSG00000139624,8.02,(2.1-31),0.0027
ENSG00000173821,0.228,(0.064-0.81),0.0226
ENSG00000170043,9.48,(1.8-50),0.00777
ENSG00000280962,0.287,(0.13-0.64),0.00233
ENSG00000111266,0.287,(0.13-0.64),0.00233
ENSG00000111912,0.341,(0.15-0.79),0.0118
ENSG00000229833,10.4,(1.9-55),0.00618
ENSG00000160194,3.24,(1.3-7.9),0.00938
ENSG00000101294,10.1,(2.3-44),0.00196
ENSG00000122986,0.0269,(0.002-0.37),0.00661
ENSG00000163382,29.7,(3.6-240),0.00156
ENSG00000172775,15.9,(1-240),0.0466
ENSG00000147854,7.89,(1.6-40),0.0128
ENSG00000165609,22.2,(2.7-180),0.00367
ENSG00000168246,3.34,(1.1-10),0.037
ENSG00000154175,0.668,(0.45-0.98),0.0405
ENSG00000174705,2.56,(1-6.5),0.0473
ENSG00000101363,19.2,(1.6-230),0.0208
ENSG00000153179,0.0873,(0.019-0.4),0.0017
ENSG00000179943,119,(3-4700),0.011
ENSG00000163348,76400,(310-1.9e+07),6.36e-05
ENSG00000162819,3.85,(1-15),0.0482
ENSG00000185716,0.107,(0.014-0.8),0.0295
ENSG00000284487,0.107,(0.014-0.8),0.0295
ENSG00000142515,754,(6.9-82000),0.00567
ENSG00000143515,0.435,(0.24-0.78),0.0055
ENSG00000111752,0.378,(0.17-0.85),0.0191
ENSG00000172046,27.1,(2.2-330),0.00959
ENSG00000092421,0.639,(0.42-0.98),0.0383
ENSG00000275851,0.1,(0.019-0.54),0.00742
ENSG00000275023,0.1,(0.019-0.54),0.00742
ENSG00000188647,0.0918,(0.019-0.45),0.00341
ENSG00000243449,3.63,(1-13),0.0466
ENSG00000176731,5.06,(1.1-24),0.0408
ENSG00000173456,28.9,(3.6-230),0.00153
ENSG00000186318,15.2,(2-120),0.00927
ENSG00000169105,8.11,(1.2-54),0.0303
ENSG00000134717,0.119,(0.017-0.84),0.0327
ENSG00000131148,5.86,(1.2-29),0.0306
ENSG00000121766,0.0803,(0.009-0.71),0.0237
ENSG00000130382,25,(2.7-230),0.00466
ENSG00000110395,155,(3.4-7100),0.00978
ENSG00000149269,0.0916,(0.012-0.71),0.0219
ENSG00000235162,1.83,(1.1-3),0.0139
ENSG00000171566,20,(2-200),0.0111
ENSG00000090905,0.155,(0.034-0.71),0.0163
ENSG00000288130,0.155,(0.034-0.71),0.0163
ENSG00000266086,9.44,(1.6-54),0.0121
ENSG00000136450,9.44,(1.6-54),0.0121
ENSG00000163644,0.0685,(0.0091-0.52),0.00921
ENSG00000163428,6.29,(1.7-23),0.00515
ENSG00000085449,0.156,(0.037-0.66),0.0117
ENSG00000155629,0.266,(0.089-0.8),0.0179
ENSG00000173418,12.9,(2.8-58),0.000916
ENSG00000177830,7.72,(1.4-43),0.0193
ENSG00000275052,12.1,(1.3-110),0.0298
ENSG00000164649,0.519,(0.32-0.84),0.00831
ENSG00000166025,2.35,(1-5.3),0.04
ENSG00000053900,0.0148,(0.00078-0.28),0.00485
ENSG00000175155,0.265,(0.086-0.82),0.0211
ENSG00000164897,33.5,(3.6-310),0.00205
ENSG00000133612,26.1,(1.1-600),0.0417
ENSG00000277776,0.693,(0.49-0.97),0.0349
ENSG00000276804,0.693,(0.49-0.97),0.0349
ENSG00000277071,0.693,(0.49-0.97),0.0349
ENSG00000277179,0.693,(0.49-0.97),0.0349
ENSG00000275483,0.693,(0.49-0.97),0.0349
ENSG00000277786,0.693,(0.49-0.97),0.0349
ENSG00000167634,0.693,(0.49-0.97),0.0349
ENSG00000274571,0.693,(0.49-0.97),0.0349
ENSG00000274174,0.693,(0.49-0.97),0.0349
ENSG00000278173,0.693,(0.49-0.97),0.0349
ENSG00000143207,15.5,(1.3-180),0.0295
ENSG00000068745,3.06,(1.1-8.8),0.0379
ENSG00000160803,124,(9.1-1700),0.000307
ENSG00000181029,5.59,(1.1-29),0.0404
ENSG00000170571,0.334,(0.14-0.8),0.0141
ENSG00000131368,50.9,(2.2-1200),0.0149
ENSG00000186432,5.05,(1-25),0.0476
ENSG00000153066,0.116,(0.016-0.82),0.0307
ENSG00000198715,6.18,(1.8-21),0.00361
ENSG00000247315,15.5,(3.4-71),0.000412
ENSG00000136720,6.67,(1.4-33),0.0199
ENSG00000137831,0.319,(0.16-0.65),0.00147
ENSG00000175643,11.7,(1.8-76),0.00985
ENSG00000072958,5.28,(1.1-25),0.0368
ENSG00000197629,0.472,(0.25-0.9),0.0219
ENSG00000177646,52.8,(4.6-600),0.00143
ENSG00000261150,0.653,(0.44-0.98),0.0395
ENSG00000151388,3.38,(1.5-7.4),0.00248
ENSG00000281690,3.38,(1.5-7.4),0.00248
ENSG00000138463,2.71,(1.4-5.3),0.00344
ENSG00000283979,0.224,(0.084-0.59),0.00266
ENSG00000183688,0.224,(0.084-0.59),0.00266
ENSG00000137288,5.44,(1-29),0.0485
ENSG00000157570,0.165,(0.038-0.71),0.0157
ENSG00000204882,54.2,(1.6-1900),0.0273
ENSG00000275181,54.2,(1.6-1900),0.0273
ENSG00000139174,0.438,(0.2-0.98),0.0433
ENSG00000165526,20.5,(1.3-330),0.0333
ENSG00000135778,4.42,(1.1-18),0.0393
ENSG00000139990,4.79,(1.4-17),0.0151
ENSG00000198286,0.0635,(0.0094-0.43),0.00463
ENSG00000095637,0.26,(0.071-0.95),0.0412
ENSG00000148730,35.9,(3-430),0.00484
ENSG00000166965,60.3,(4.8-760),0.00154
ENSG00000120942,0.0101,(0.00056-0.18),0.00181
ENSG00000254986,9.72,(1.3-73),0.0273
ENSG00000213523,6.83,(1.3-36),0.023
ENSG00000141873,34.5,(2.2-550),0.012
ENSG00000133065,2.38,(1.1-5.3),0.033
ENSG00000050130,4.03,(1.2-13),0.021
ENSG00000185009,20.9,(2.8-150),0.0029
ENSG00000076201,47.2,(1.7-1300),0.0223
ENSG00000182796,0.0608,(0.0046-0.8),0.0335
ENSG00000196961,13.4,(1-170),0.0463
ENSG00000101166,2.78,(1-7.7),0.0484
ENSG00000095015,0.181,(0.058-0.56),0.00316
ENSG00000151500,8.37,(1.1-63),0.0388
ENSG00000145041,80.7,(3.1-2100),0.00816
ENSG00000244187,6.07,(1.4-26),0.014
ENSG00000172954,39.9,(6.4-250),7.49e-05
ENSG00000148341,87500,(75-1e+08),0.0016
ENSG00000166173,0.371,(0.18-0.78),0.00913
ENSG00000134369,4.39,(1.2-16),0.0244
ENSG00000205765,23.5,(3.3-170),0.00168
ENSG00000196562,0.501,(0.26-0.96),0.0373
ENSG00000106948,0.00295,(7e-05-0.12),0.00226
ENSG00000171311,15.6,(1.8-140),0.0127
ENSG00000108306,0.0297,(0.0018-0.48),0.0134
ENSG00000177868,7.28,(1.1-47),0.0372
ENSG00000163508,1.62,(1.1-2.4),0.0118
ENSG00000276043,2.33,(1-5.3),0.0422
ENSG00000240849,5.61,(1.9-17),0.00176
ENSG00000162910,37.1,(3.4-410),0.00315
ENSG00000173890,0.359,(0.18-0.72),0.00378
ENSG00000162949,13.7,(2.9-66),0.00109
ENSG00000196199,0.0634,(0.0071-0.57),0.0135
ENSG00000125901,3.8,(1-14),0.0461
ENSG00000178922,13.5,(1.2-150),0.0364
ENSG00000101457,15.3,(1.7-140),0.0151
ENSG00000090975,0.0203,(0.00064-0.64),0.0271
ENSG00000170832,0.147,(0.035-0.62),0.00898
ENSG00000136868,8.75,(1.1-67),0.0365
ENSG00000172590,4.34,(1.6-12),0.00323
ENSG00000124608,0.243,(0.078-0.75),0.0144
ENSG00000173894,3.12,(1.1-8.9),0.0329
ENSG00000101464,13.3,(2.2-78),0.0043
ENSG00000178038,11.2,(1.2-110),0.0357
ENSG00000283510,0.107,(0.016-0.71),0.0202
ENSG00000114933,0.107,(0.016-0.71),0.0202
ENSG00000168275,10.3,(1-100),0.0456
ENSG00000006607,32,(2.6-390),0.00686
ENSG00000143811,36.6,(3.2-410),0.00357
ENSG00000164970,6.67,(1.9-24),0.00344
ENSG00000174358,2.75,(1.6-4.8),0.000472
ENSG00000139132,0.305,(0.13-0.73),0.00772
ENSG00000136280,0.0287,(0.0018-0.47),0.0127
ENSG00000161847,28.3,(1.9-430),0.0162
ENSG00000140280,0.193,(0.046-0.81),0.0243
ENSG00000198380,0.45,(0.22-0.94),0.0332
ENSG00000143322,25.6,(2-330),0.0132
ENSG00000134077,4.06,(1-16),0.0426
ENSG00000187051,7.31,(1.1-50),0.042
ENSG00000143315,21,(1.1-380),0.0403
ENSG00000130202,45.3,(2.3-890),0.0121
ENSG00000005206,526,(4-69000),0.0119
ENSG00000185269,2.83,(1.4-5.6),0.00275
ENSG00000283771,3.9,(1.3-12),0.0158
ENSG00000205544,3.9,(1.3-12),0.0158
ENSG00000187954,37.7,(1.7-830),0.0216
ENSG00000198551,5.3,(1.1-25),0.0338
ENSG00000105221,19.7,(1.7-230),0.0165
ENSG00000187049,5.04,(1-25),0.0478
