gene,HR,95% CI,p.value
ENSG00000166750,0.356,(0.2-0.62),0.000312
ENSG00000168916,1.63,(1-2.5),0.0296
ENSG00000127084,0.245,(0.1-0.59),0.00166
ENSG00000121274,0.327,(0.14-0.74),0.00778
ENSG00000198771,0.56,(0.37-0.86),0.00758
ENSG00000168071,0.253,(0.064-1),0.0496
ENSG00000197283,3.79,(1-14),0.0494
ENSG00000227460,3.79,(1-14),0.0494
ENSG00000088882,1.95,(1.1-3.3),0.0157
ENSG00000102524,0.644,(0.47-0.87),0.00473
ENSG00000147679,0.225,(0.073-0.69),0.00879
ENSG00000145623,0.69,(0.48-0.99),0.0466
ENSG00000198331,0.405,(0.22-0.75),0.00373
ENSG00000163681,0.518,(0.29-0.92),0.0242
ENSG00000283979,0.511,(0.29-0.91),0.0219
ENSG00000183688,0.511,(0.29-0.91),0.0219
ENSG00000111860,0.417,(0.26-0.67),0.000334
ENSG00000131067,6,(1.1-32),0.0356
ENSG00000022567,0.537,(0.33-0.87),0.012
ENSG00000115257,0.0872,(0.0089-0.86),0.0365
ENSG00000162924,0.571,(0.35-0.93),0.0258
ENSG00000170037,0.125,(0.026-0.6),0.00948
ENSG00000125247,2.16,(1.3-3.6),0.00244
ENSG00000197296,3.02,(1.3-6.9),0.0091
ENSG00000135945,0.205,(0.053-0.8),0.0224
ENSG00000167604,0.268,(0.081-0.88),0.0304
ENSG00000138134,0.442,(0.26-0.75),0.00238
ENSG00000165275,0.14,(0.03-0.66),0.013
ENSG00000104142,0.197,(0.046-0.85),0.03
ENSG00000125454,0.247,(0.073-0.83),0.0241
ENSG00000127540,4.36,(1.1-17),0.0346
ENSG00000236024,0.133,(0.023-0.77),0.0239
ENSG00000254726,2.21,(1.2-4),0.00918
ENSG00000135899,0.519,(0.3-0.89),0.0169
ENSG00000266094,0.631,(0.44-0.89),0.00957
ENSG00000151474,2.33,(1.2-4.7),0.0168
ENSG00000143110,0.62,(0.42-0.91),0.0151
ENSG00000221914,0.407,(0.17-1),0.0489
ENSG00000144036,3.37,(1.5-7.5),0.00297
ENSG00000203667,2.2,(1.1-4.2),0.0188
ENSG00000182118,1.63,(1-2.6),0.0348
ENSG00000166813,5.35,(1.2-25),0.0314
ENSG00000176978,0.538,(0.3-0.96),0.0347
ENSG00000168528,1.96,(1.2-3.1),0.00415
ENSG00000164674,0.265,(0.091-0.77),0.0151
ENSG00000198160,0.626,(0.4-0.99),0.0448
ENSG00000096093,2.22,(1.1-4.3),0.0181
ENSG00000137496,0.578,(0.36-0.92),0.0201
ENSG00000068400,0.433,(0.21-0.89),0.0221
ENSG00000165671,0.186,(0.054-0.64),0.00763
ENSG00000073169,0.295,(0.087-1),0.0491
ENSG00000148343,0.176,(0.032-0.97),0.0467
ENSG00000115112,0.622,(0.42-0.91),0.0156
ENSG00000245556,0.294,(0.096-0.9),0.0325
ENSG00000179832,0.22,(0.055-0.87),0.0316
ENSG00000101276,0.133,(0.026-0.69),0.0159
ENSG00000028277,0.224,(0.093-0.54),0.000907
ENSG00000099994,0.682,(0.51-0.92),0.0123
ENSG00000165410,1.61,(1.1-2.4),0.0236
ENSG00000157833,2.57,(1-6.5),0.0442
ENSG00000177663,0.49,(0.26-0.94),0.0313
ENSG00000103264,0.215,(0.072-0.64),0.00581
ENSG00000135686,0.363,(0.16-0.84),0.018
ENSG00000206418,0.414,(0.2-0.85),0.0169
ENSG00000166446,0.269,(0.1-0.7),0.00713
ENSG00000048545,0.0997,(0.013-0.77),0.0272
ENSG00000174871,6.46,(1.1-37),0.0352
ENSG00000171488,0.431,(0.22-0.85),0.0159
ENSG00000105122,0.211,(0.074-0.6),0.00352
ENSG00000174456,4.36,(1.4-13),0.0102
ENSG00000167895,0.474,(0.28-0.8),0.00556
ENSG00000120093,1.69,(1.2-2.3),0.00161
ENSG00000119403,0.0987,(0.023-0.42),0.00177
ENSG00000137501,0.634,(0.41-0.99),0.0464
ENSG00000187824,0.383,(0.16-0.95),0.0375
ENSG00000179241,2.26,(1.4-3.8),0.00172
ENSG00000198860,2.34,(1.1-4.8),0.0193
ENSG00000148288,0.205,(0.051-0.83),0.0266
ENSG00000048471,0.336,(0.12-0.92),0.0343
ENSG00000174151,0.14,(0.028-0.72),0.0182
ENSG00000143297,0.31,(0.12-0.82),0.0176
ENSG00000133398,0.505,(0.27-0.96),0.0365
ENSG00000174004,0.501,(0.33-0.77),0.00142
ENSG00000235568,0.227,(0.052-1),0.0493
ENSG00000014216,0.417,(0.22-0.79),0.00687
ENSG00000132357,0.425,(0.19-0.96),0.0397
ENSG00000163069,0.546,(0.3-0.98),0.0441
ENSG00000145214,0.497,(0.26-0.95),0.0346
ENSG00000153814,0.451,(0.26-0.77),0.00338
ENSG00000180424,0.173,(0.043-0.69),0.0132
ENSG00000177409,0.589,(0.38-0.92),0.0209
ENSG00000070047,0.251,(0.07-0.9),0.0345
ENSG00000274780,0.251,(0.07-0.9),0.0345
ENSG00000223768,1.83,(1.2-2.9),0.00855
ENSG00000181035,0.426,(0.19-0.94),0.0353
ENSG00000162923,2.09,(1.1-4.1),0.0316
ENSG00000277996,1.64,(1-2.6),0.0396
ENSG00000273722,1.64,(1-2.6),0.0396
ENSG00000274905,1.64,(1-2.6),0.0396
ENSG00000167608,1.64,(1-2.6),0.0396
ENSG00000277789,1.64,(1-2.6),0.0396
ENSG00000274384,1.64,(1-2.6),0.0396
ENSG00000274873,1.64,(1-2.6),0.0396
ENSG00000278363,1.64,(1-2.6),0.0396
ENSG00000276260,1.64,(1-2.6),0.0396
ENSG00000277667,1.64,(1-2.6),0.0396
ENSG00000165480,0.367,(0.17-0.78),0.00858
ENSG00000138964,0.505,(0.29-0.88),0.015
ENSG00000129128,0.523,(0.28-0.97),0.0412
ENSG00000127080,0.162,(0.047-0.56),0.00398
ENSG00000181896,0.654,(0.45-0.95),0.0279
ENSG00000137166,2.26,(1.1-4.6),0.0254
ENSG00000149474,1.78,(1-3.2),0.0487
ENSG00000204060,2.02,(1.3-3.2),0.00206
ENSG00000281518,2.02,(1.3-3.2),0.00206
ENSG00000289007,2.81,(1.3-6),0.00748
ENSG00000110900,2.1,(1.2-3.6),0.00558
ENSG00000147378,0.176,(0.038-0.83),0.0275
ENSG00000148803,0.455,(0.21-0.97),0.0407
ENSG00000255120,0.255,(0.074-0.87),0.0298
ENSG00000220201,0.245,(0.073-0.82),0.0222
ENSG00000108798,0.0933,(0.021-0.41),0.00183
ENSG00000277649,0.281,(0.11-0.7),0.00637
ENSG00000177370,0.281,(0.11-0.7),0.00637
ENSG00000278501,0.281,(0.11-0.7),0.00637
ENSG00000108961,0.0721,(0.0099-0.53),0.00953
ENSG00000124772,0.186,(0.035-0.99),0.0484
ENSG00000147912,0.144,(0.035-0.59),0.00734
ENSG00000077684,0.34,(0.13-0.89),0.0275
ENSG00000140853,0.601,(0.42-0.87),0.00649
ENSG00000122696,0.352,(0.13-0.93),0.0348
ENSG00000110693,3.25,(1.3-8.1),0.0117
ENSG00000105851,0.446,(0.26-0.77),0.00344
ENSG00000137449,0.547,(0.31-0.98),0.0409
ENSG00000188649,0.161,(0.032-0.79),0.025
ENSG00000135482,0.434,(0.2-0.94),0.0341
ENSG00000130294,2.26,(1.1-4.6),0.0226
ENSG00000140403,0.416,(0.24-0.73),0.002
ENSG00000198934,4.75,(1.1-20),0.034
ENSG00000198483,0.386,(0.18-0.83),0.0155
ENSG00000003402,0.419,(0.24-0.74),0.00256
ENSG00000242512,0.24,(0.069-0.83),0.0239
ENSG00000284282,0.287,(0.13-0.65),0.00251
ENSG00000058600,0.287,(0.13-0.65),0.00251
ENSG00000163154,0.249,(0.07-0.88),0.0313
ENSG00000187676,3.07,(1-9.1),0.0427
ENSG00000154222,0.322,(0.13-0.8),0.0151
ENSG00000173559,0.52,(0.33-0.81),0.00404
ENSG00000266010,2.66,(1.3-5.5),0.00895
ENSG00000203907,0.231,(0.093-0.57),0.00154
ENSG00000188322,3.53,(1.7-7.4),0.00088
ENSG00000187569,0.848,(0.75-0.96),0.0115
ENSG00000274180,0.407,(0.21-0.79),0.00813
ENSG00000211672,0.147,(0.024-0.89),0.037
ENSG00000140451,0.528,(0.29-0.97),0.0407
ENSG00000177000,0.391,(0.17-0.92),0.0311
ENSG00000151117,0.258,(0.08-0.83),0.0226
ENSG00000104951,0.306,(0.16-0.6),0.000521
ENSG00000066933,0.471,(0.24-0.92),0.027
ENSG00000171388,5.15,(1.6-17),0.00635
ENSG00000175414,2.06,(1.1-3.8),0.0205
ENSG00000105643,0.384,(0.18-0.81),0.0122
ENSG00000153064,0.326,(0.11-0.95),0.0407
ENSG00000168010,0.342,(0.16-0.71),0.00424
ENSG00000169299,0.5,(0.3-0.84),0.00895
ENSG00000172780,0.233,(0.08-0.68),0.00783
ENSG00000145284,1.51,(1.1-2.1),0.00917
ENSG00000291230,0.628,(0.42-0.93),0.0212
ENSG00000131401,0.628,(0.42-0.93),0.0212
ENSG00000164877,0.191,(0.051-0.72),0.0145
ENSG00000160593,0.493,(0.26-0.95),0.0346
ENSG00000181652,0.542,(0.31-0.93),0.0275
ENSG00000247982,0.175,(0.04-0.76),0.0203
ENSG00000160062,1.51,(1-2.2),0.0404
ENSG00000134684,0.264,(0.076-0.92),0.0368
ENSG00000130024,1.85,(1-3.4),0.0457
ENSG00000178531,3.05,(1.2-7.5),0.0148
ENSG00000088756,1.54,(1.1-2.2),0.0195
ENSG00000047230,1.68,(1-2.8),0.0443
ENSG00000189046,3.58,(1.6-8.1),0.00236
ENSG00000175463,0.321,(0.14-0.75),0.009
ENSG00000174521,2.64,(1.1-6.6),0.0373
ENSG00000205268,0.581,(0.36-0.95),0.0297
ENSG00000128815,0.335,(0.15-0.74),0.0067
ENSG00000110455,0.561,(0.33-0.96),0.0363
ENSG00000127328,2.49,(1.2-5.2),0.0167
ENSG00000181264,5.65,(1.1-29),0.038
ENSG00000106266,0.221,(0.069-0.7),0.0106
ENSG00000135093,1.91,(1-3.6),0.0405
ENSG00000163530,0.646,(0.46-0.91),0.0126
ENSG00000078687,0.211,(0.045-1),0.0499
ENSG00000154957,0.251,(0.1-0.63),0.00312
ENSG00000142405,0.135,(0.026-0.7),0.0172
ENSG00000183049,0.354,(0.17-0.74),0.00575
ENSG00000258343,0.0856,(0.0093-0.79),0.0298
ENSG00000137486,0.341,(0.13-0.9),0.0296
ENSG00000189114,0.448,(0.22-0.91),0.0259
ENSG00000180425,0.506,(0.26-0.97),0.0394
ENSG00000132004,3.33,(1.1-10),0.034
ENSG00000013392,3.1,(1-9.6),0.0491
ENSG00000135077,0.527,(0.33-0.83),0.00573
ENSG00000179059,0.766,(0.59-0.99),0.0391
ENSG00000203909,0.72,(0.53-0.97),0.0308
ENSG00000137574,0.563,(0.34-0.92),0.0217
ENSG00000159761,0.153,(0.03-0.77),0.0228
ENSG00000283903,0.126,(0.023-0.71),0.0188
ENSG00000161958,0.126,(0.023-0.71),0.0188
ENSG00000198133,0.134,(0.04-0.45),0.00122
ENSG00000157093,0.218,(0.054-0.88),0.033
ENSG00000158106,0.132,(0.018-0.98),0.0476
ENSG00000167600,0.518,(0.32-0.83),0.00627
ENSG00000182162,0.451,(0.25-0.82),0.00947
ENSG00000164663,2.54,(1.1-6),0.0347
ENSG00000103047,0.312,(0.12-0.82),0.0181
ENSG00000178222,0.381,(0.17-0.87),0.0226
ENSG00000160219,0.402,(0.22-0.72),0.00206
ENSG00000187474,0.644,(0.43-0.97),0.0332
ENSG00000170734,0.219,(0.049-0.98),0.0471
ENSG00000188897,0.0852,(0.0094-0.77),0.0286
ENSG00000116604,0.291,(0.11-0.77),0.0131
ENSG00000228382,0.246,(0.063-0.96),0.0429
ENSG00000108819,0.357,(0.16-0.8),0.0127
ENSG00000153944,2.8,(1.2-6.8),0.0227
ENSG00000115935,0.302,(0.11-0.81),0.0168
ENSG00000214652,0.615,(0.44-0.87),0.00581
ENSG00000185753,0.336,(0.13-0.84),0.0201
ENSG00000138744,0.499,(0.26-0.95),0.0357
ENSG00000267040,0.387,(0.22-0.7),0.00149
ENSG00000165102,3.37,(1.4-8.1),0.00653
ENSG00000079313,0.0943,(0.02-0.45),0.00293
ENSG00000145388,0.248,(0.086-0.71),0.00966
ENSG00000291080,0.32,(0.1-1),0.0496
ENSG00000186517,0.634,(0.45-0.89),0.00767
ENSG00000158352,4.11,(1-16),0.0425
ENSG00000068724,0.176,(0.041-0.74),0.0182
ENSG00000176834,0.634,(0.42-0.96),0.0334
ENSG00000115091,0.467,(0.24-0.9),0.0219
ENSG00000203995,0.603,(0.39-0.92),0.0189
ENSG00000188542,0.443,(0.21-0.93),0.0323
ENSG00000259974,1.29,(1-1.6),0.018
ENSG00000157303,0.393,(0.22-0.69),0.00125
ENSG00000260629,0.135,(0.023-0.79),0.0265
ENSG00000166402,2.42,(1.4-4.3),0.00246
ENSG00000154040,0.287,(0.098-0.84),0.0226
ENSG00000180730,1.23,(1-1.5),0.0366
ENSG00000073331,0.313,(0.14-0.7),0.00488
ENSG00000167208,0.414,(0.24-0.72),0.00163
ENSG00000146858,1.98,(1.2-3.4),0.0126
ENSG00000142765,0.458,(0.23-0.9),0.0233
ENSG00000232099,0.468,(0.23-0.94),0.0323
ENSG00000234669,0.468,(0.23-0.94),0.0323
ENSG00000204644,0.468,(0.23-0.94),0.0323
ENSG00000226858,0.468,(0.23-0.94),0.0323
ENSG00000206510,0.468,(0.23-0.94),0.0323
ENSG00000223852,0.468,(0.23-0.94),0.0323
ENSG00000227858,0.468,(0.23-0.94),0.0323
ENSG00000223858,0.468,(0.23-0.94),0.0323
ENSG00000099617,1.88,(1.2-2.9),0.00514
ENSG00000105717,0.185,(0.061-0.56),0.00296
ENSG00000163239,0.483,(0.25-0.94),0.0328
ENSG00000048392,0.482,(0.29-0.79),0.00402
ENSG00000227039,0.397,(0.22-0.72),0.00224
ENSG00000149781,0.46,(0.29-0.73),0.000982
ENSG00000116544,0.0674,(0.011-0.41),0.00322
ENSG00000173068,0.525,(0.29-0.95),0.0325
ENSG00000241644,0.515,(0.27-0.99),0.0477
ENSG00000185989,0.435,(0.24-0.8),0.0072
ENSG00000280477,0.435,(0.24-0.8),0.0072
ENSG00000101082,0.259,(0.11-0.62),0.00239
ENSG00000160460,13.3,(2.3-77),0.00393
ENSG00000135913,0.219,(0.052-0.93),0.0397
ENSG00000265992,0.698,(0.51-0.95),0.0229
ENSG00000086666,0.364,(0.16-0.81),0.013
ENSG00000173950,3.69,(1.3-11),0.0148
ENSG00000163655,2.04,(1.1-3.9),0.0336
ENSG00000164199,2.25,(1.2-4.2),0.0112
ENSG00000083817,0.276,(0.089-0.86),0.0257
ENSG00000085552,1.75,(1.1-2.7),0.012
ENSG00000119547,2.49,(1.5-4.3),0.000884
ENSG00000167083,0.165,(0.042-0.64),0.0094
ENSG00000126012,3.63,(1.4-9.5),0.00871
ENSG00000171724,2.01,(1.3-3.2),0.00231
ENSG00000136169,0.402,(0.2-0.81),0.011
ENSG00000157851,1.9,(1.3-2.8),0.00165
ENSG00000198825,0.298,(0.12-0.76),0.011
ENSG00000254469,0.228,(0.058-0.91),0.0358
ENSG00000131126,0.191,(0.037-1),0.0497
ENSG00000122912,0.432,(0.24-0.78),0.00571
ENSG00000113583,2.75,(1.2-6.1),0.012
ENSG00000110448,0.199,(0.055-0.72),0.014
ENSG00000290806,0.493,(0.27-0.9),0.0205
ENSG00000006606,0.45,(0.25-0.81),0.00792
ENSG00000185619,0.364,(0.14-0.96),0.0407
ENSG00000133812,3.18,(1-9.9),0.0457
ENSG00000205683,5.09,(1.5-18),0.0102
ENSG00000103160,2.6,(1.2-5.6),0.014
ENSG00000086848,3.24,(1.4-7.5),0.0062
ENSG00000134532,1.85,(1.1-3.1),0.0208
ENSG00000169840,8.84,(1.6-48),0.0116
ENSG00000231721,0.531,(0.29-0.98),0.0422
ENSG00000145147,1.4,(1-1.9),0.0324
ENSG00000196361,1.65,(1.2-2.3),0.00438
ENSG00000184719,0.344,(0.15-0.79),0.0126
ENSG00000136286,0.14,(0.043-0.46),0.00109
ENSG00000176715,0.311,(0.12-0.8),0.0153
ENSG00000141384,0.524,(0.36-0.77),0.00105
ENSG00000267272,0.183,(0.044-0.77),0.0204
ENSG00000153956,0.61,(0.39-0.96),0.032
ENSG00000162426,4.39,(1.4-14),0.0125
ENSG00000130477,0.232,(0.057-0.95),0.0426
ENSG00000273313,0.189,(0.038-0.94),0.0423
ENSG00000146776,0.291,(0.11-0.76),0.0121
ENSG00000134668,0.345,(0.12-0.97),0.0429
ENSG00000166188,0.337,(0.12-0.93),0.0367
ENSG00000226328,0.228,(0.074-0.7),0.00975
ENSG00000187922,0.062,(0.0096-0.4),0.00342
ENSG00000186235,0.289,(0.1-0.82),0.0203
ENSG00000163449,8.95,(1.7-47),0.00978
ENSG00000135655,0.408,(0.23-0.71),0.00158
ENSG00000198520,0.277,(0.14-0.57),0.000429
ENSG00000081026,2.82,(1.6-4.9),0.000322
ENSG00000170293,2.17,(1.3-3.7),0.00516
ENSG00000119661,2.69,(1.1-6.5),0.0268
ENSG00000129474,1.55,(1.2-2.1),0.00353
ENSG00000175606,0.283,(0.11-0.74),0.0099
ENSG00000154127,0.246,(0.066-0.92),0.0365
ENSG00000137727,0.318,(0.1-0.99),0.049
ENSG00000183798,4.14,(2.1-8),2.73e-05
ENSG00000140323,5.41,(1.4-22),0.0166
ENSG00000101198,2.51,(1.5-4.3),0.000844
ENSG00000167483,0.468,(0.25-0.89),0.0209
ENSG00000215068,0.244,(0.084-0.71),0.00937
ENSG00000160856,0.601,(0.4-0.91),0.0156
ENSG00000167139,0.357,(0.15-0.82),0.0154
ENSG00000065320,1.54,(1-2.3),0.0474
ENSG00000170464,4.44,(2-10),0.000378
ENSG00000288275,4.44,(2-10),0.000378
ENSG00000213221,0.347,(0.14-0.84),0.0183
ENSG00000170390,6.69,(2.4-19),0.000251
ENSG00000132604,0.242,(0.059-0.99),0.0487
ENSG00000162444,0.539,(0.3-0.95),0.0334
ENSG00000134013,0.389,(0.16-0.93),0.0345
ENSG00000089280,0.435,(0.23-0.84),0.0129
ENSG00000242028,0.319,(0.11-0.95),0.0398
ENSG00000166450,1.43,(1.2-1.8),0.000953
ENSG00000170633,0.285,(0.082-0.99),0.0489
ENSG00000177721,0.375,(0.15-0.95),0.0382
ENSG00000254102,0.427,(0.21-0.88),0.0216
ENSG00000135248,0.187,(0.035-1),0.0498
ENSG00000198208,0.209,(0.046-0.96),0.0436
ENSG00000109265,1.43,(1-2),0.042
ENSG00000015479,3.26,(1.1-10),0.0391
ENSG00000280987,3.26,(1.1-10),0.0391
ENSG00000189410,0.307,(0.13-0.74),0.00835
ENSG00000280789,0.306,(0.13-0.73),0.00723
ENSG00000147570,0.326,(0.13-0.82),0.017
ENSG00000130487,0.273,(0.11-0.68),0.00553
ENSG00000188176,3,(1.1-8.3),0.0347
ENSG00000173406,1.35,(1-1.8),0.0341
ENSG00000120693,1.69,(1.1-2.6),0.0159
ENSG00000152782,1.79,(1.1-2.9),0.0169
ENSG00000001461,0.313,(0.14-0.7),0.00444
ENSG00000183773,2.82,(1.4-5.7),0.00402
ENSG00000139899,0.485,(0.24-0.96),0.0376
ENSG00000168826,0.105,(0.021-0.54),0.00677
ENSG00000261824,4.68,(1.1-19),0.0332
ENSG00000111863,0.531,(0.32-0.89),0.0156
ENSG00000118246,6.48,(1.8-23),0.00402
ENSG00000213066,0.168,(0.039-0.73),0.0175
ENSG00000176407,2.46,(1.1-5.4),0.0249
ENSG00000139117,0.33,(0.12-0.92),0.0348
ENSG00000019505,1.74,(1.1-2.8),0.0267
ENSG00000234684,0.271,(0.093-0.79),0.0173
ENSG00000184517,2.75,(1.1-6.9),0.0299
ENSG00000285178,2.75,(1.1-6.9),0.0299
ENSG00000182836,1.95,(1.1-3.5),0.0272
ENSG00000104361,0.577,(0.34-0.98),0.0412
ENSG00000166900,0.105,(0.021-0.52),0.00575
ENSG00000182957,0.691,(0.48-0.99),0.044
ENSG00000228741,0.691,(0.48-0.99),0.044
ENSG00000158023,0.589,(0.35-0.98),0.0411
ENSG00000156509,0.189,(0.042-0.84),0.0288
ENSG00000136449,0.168,(0.03-0.95),0.0441
ENSG00000164929,2.58,(1.1-6.2),0.0355
ENSG00000196177,1.66,(1.1-2.6),0.0284
ENSG00000287263,0.467,(0.24-0.91),0.0247
ENSG00000153214,0.578,(0.37-0.9),0.0147
ENSG00000276761,0.422,(0.21-0.83),0.0126
ENSG00000273559,0.422,(0.21-0.83),0.0126
ENSG00000088881,2.37,(1.1-5.2),0.0308
ENSG00000177888,1.69,(1-2.9),0.0472
ENSG00000168062,0.185,(0.04-0.86),0.0313
ENSG00000153790,0.226,(0.055-0.93),0.0398
ENSG00000122033,0.341,(0.15-0.79),0.0125
ENSG00000278693,0.266,(0.089-0.8),0.0183
ENSG00000100628,0.266,(0.089-0.8),0.0183
ENSG00000228401,0.178,(0.036-0.89),0.0353
ENSG00000147174,0.209,(0.063-0.69),0.0101
ENSG00000181450,2.14,(1.2-3.8),0.0106
ENSG00000131095,2.75,(1.5-5.1),0.00131
ENSG00000187792,3.68,(1.7-7.9),0.00083
ENSG00000154917,3.49,(1.2-10),0.023
ENSG00000131876,0.479,(0.28-0.81),0.00618
ENSG00000026652,2.31,(1.3-4.1),0.00409
ENSG00000270174,0.276,(0.085-0.89),0.031
ENSG00000111335,0.357,(0.13-0.95),0.0381
ENSG00000172935,0.47,(0.23-0.96),0.037
ENSG00000122778,2.91,(1.4-5.9),0.00298
ENSG00000104133,0.102,(0.015-0.68),0.018
ENSG00000125944,3.49,(1.5-7.9),0.00263
ENSG00000282958,3.49,(1.5-7.9),0.00263
ENSG00000103742,1.68,(1.2-2.4),0.00651
ENSG00000155846,0.506,(0.26-0.99),0.0463
ENSG00000196670,1.96,(1.1-3.4),0.0179
ENSG00000171115,0.69,(0.48-0.98),0.0404
ENSG00000184497,0.287,(0.084-0.98),0.0469
ENSG00000282107,0.287,(0.084-0.98),0.0469
ENSG00000184203,0.137,(0.039-0.48),0.00196
ENSG00000120498,0.386,(0.15-0.99),0.0474
ENSG00000136698,2.24,(1.2-4.3),0.0143
ENSG00000126562,1.78,(1-3.1),0.0411
ENSG00000166199,0.267,(0.097-0.73),0.0106
ENSG00000099256,1.88,(1.3-2.6),0.000234
ENSG00000135549,1.53,(1.1-2.1),0.00664
ENSG00000150656,2.8,(1-7.8),0.0484
ENSG00000154451,0.372,(0.19-0.74),0.00451
ENSG00000174611,2.37,(1.1-5),0.023
ENSG00000213160,2.39,(1.5-3.8),0.000198
ENSG00000181472,0.633,(0.41-0.98),0.0418
ENSG00000170088,0.303,(0.12-0.76),0.0115
ENSG00000103472,0.199,(0.045-0.88),0.0327
ENSG00000042062,0.432,(0.26-0.71),0.000856
ENSG00000179152,8.63,(1.2-63),0.034
ENSG00000204161,0.566,(0.34-0.94),0.0287
ENSG00000179335,0.283,(0.084-0.95),0.0408
ENSG00000164946,2,(1.1-3.6),0.0229
ENSG00000100095,2.59,(1.1-6.2),0.0316
ENSG00000204711,0.738,(0.56-0.97),0.0295
ENSG00000167641,0.455,(0.28-0.73),0.00118
ENSG00000235961,2.98,(1.5-6),0.00224
ENSG00000172795,0.308,(0.11-0.85),0.0235
ENSG00000132854,2.44,(1.3-4.6),0.00509
ENSG00000131941,1.79,(1.3-2.5),0.000963
ENSG00000167984,0.394,(0.2-0.79),0.00828
ENSG00000164691,0.639,(0.46-0.9),0.00979
ENSG00000124818,0.201,(0.05-0.81),0.0245
ENSG00000167720,10.3,(2-52),0.00471
ENSG00000163322,0.313,(0.11-0.91),0.0321
ENSG00000225084,0.0708,(0.0089-0.56),0.0121
ENSG00000121005,1.35,(1-1.8),0.0449
ENSG00000147649,0.399,(0.16-0.98),0.0451
ENSG00000106701,3.71,(1.3-10),0.012
ENSG00000145721,2.62,(1.3-5.3),0.00797
ENSG00000204947,2.84,(1.1-7.1),0.0255
ENSG00000135426,0.311,(0.13-0.75),0.0094
ENSG00000128573,1.6,(1-2.5),0.046
ENSG00000256806,8.08,(2.6-25),0.000244
ENSG00000261780,0.505,(0.28-0.9),0.021
ENSG00000165588,1.18,(1-1.4),0.0394
ENSG00000263324,8.72,(1-76),0.0498
ENSG00000143630,8.72,(1-76),0.0498
ENSG00000177082,0.121,(0.017-0.89),0.0381
ENSG00000161082,2.72,(1.3-5.7),0.00823
ENSG00000165478,2.56,(1.2-5.6),0.0201
ENSG00000113407,0.339,(0.12-1),0.0493
ENSG00000182903,0.392,(0.19-0.81),0.0112
ENSG00000237943,0.249,(0.11-0.58),0.00121
ENSG00000165323,1.63,(1.1-2.4),0.00971
ENSG00000135736,4.23,(1.3-13),0.0145
ENSG00000147041,1.59,(1.2-2.1),0.00221
ENSG00000169627,0.0618,(0.0069-0.55),0.0127
ENSG00000183336,0.0618,(0.0069-0.55),0.0127
ENSG00000172794,0.365,(0.16-0.84),0.0183
ENSG00000178093,0.224,(0.072-0.69),0.00956
ENSG00000177125,2.52,(1.1-5.9),0.0335
ENSG00000106952,0.356,(0.18-0.71),0.00354
ENSG00000120329,0.255,(0.083-0.79),0.0176
ENSG00000238005,9.31,(1.7-52),0.0109
ENSG00000214944,3.03,(1.1-8.2),0.0289
ENSG00000006459,0.487,(0.27-0.86),0.014
ENSG00000046647,3.54,(1.3-10),0.0169
ENSG00000050165,3.35,(1.4-7.9),0.0056
ENSG00000180537,1.83,(1.2-2.8),0.00359
ENSG00000153093,0.0765,(0.01-0.57),0.012
ENSG00000203666,2.57,(1.5-4.3),0.000352
ENSG00000186767,1.75,(1.1-2.8),0.0154
ENSG00000163507,3.25,(1.2-9),0.0237
ENSG00000186265,0.485,(0.25-0.92),0.028
ENSG00000176454,0.0588,(0.0052-0.67),0.0221
ENSG00000151365,0.234,(0.066-0.83),0.0247
ENSG00000268629,0.213,(0.055-0.82),0.025
ENSG00000186451,0.213,(0.062-0.73),0.0142
ENSG00000102531,0.167,(0.035-0.78),0.0233
ENSG00000234028,6.47,(1-40),0.0457
ENSG00000178252,2.2,(1-4.7),0.0407
ENSG00000165730,4.69,(1.5-15),0.00752
ENSG00000260903,5.15,(1-26),0.0465
ENSG00000145390,0.481,(0.3-0.78),0.00315
ENSG00000183421,2.41,(1.3-4.5),0.00658
ENSG00000269113,2.83,(1.2-6.8),0.0194
ENSG00000232871,0.117,(0.018-0.76),0.0245
ENSG00000031081,0.353,(0.15-0.83),0.0168
ENSG00000064692,2,(1-4),0.048
ENSG00000129003,0.499,(0.29-0.87),0.015
ENSG00000140464,0.157,(0.046-0.53),0.00285
ENSG00000156017,0.39,(0.18-0.83),0.0138
ENSG00000107249,3.11,(1.5-6.6),0.00341
ENSG00000255833,0.102,(0.018-0.57),0.00971
ENSG00000152932,2.64,(1.4-5.1),0.00431
ENSG00000144369,1.42,(1-2),0.0407
ENSG00000174749,0.533,(0.34-0.83),0.00513
ENSG00000132122,2.39,(1.3-4.5),0.00723
ENSG00000108018,1.76,(1.1-2.9),0.0302
ENSG00000174788,0.246,(0.061-0.99),0.0482
ENSG00000185046,2.71,(1.2-6.3),0.0199
ENSG00000172578,0.549,(0.31-0.96),0.037
ENSG00000120279,0.425,(0.24-0.76),0.00424
ENSG00000144355,1.48,(1-2.2),0.0475
ENSG00000139572,0.294,(0.11-0.8),0.0172
ENSG00000099337,0.235,(0.073-0.76),0.0153
ENSG00000203857,2.24,(1.1-4.6),0.0263
ENSG00000120913,4.21,(1.5-12),0.00737
ENSG00000102401,1.75,(1.1-2.9),0.025
ENSG00000163586,2.06,(1.1-4),0.0319
ENSG00000071994,0.218,(0.066-0.72),0.0122
ENSG00000162757,3.64,(1.3-9.9),0.0114
