"cancer_type","dataset","event","ENSEMBL","KM_median_HR","KM_median_p","KM_median_lower","KM_median_upper","KM_optimal_HR","KM_optimal_p","KM_optimal_lower","KM_optimal_upper"
"TGCT","GSE3218_97","OS","ENSG00000198886",2.2933413862634,0.0367348768577063,1.02921488799247,5.11012304165872,2.54087884240752,0.0180330136282053,1.14060354233345,5.66021851780886
"TGCT","GSE3218_97","OS","ENSG00000075624",0.68136700579324,0.324843326192049,0.31598357010041,1.46925676052118,0.444403057457657,0.0723882076242669,0.179077947312207,1.10283862665345
"TGCT","GSE3218_97","OS","ENSG00000198755",1.3488532991503,0.439546572830052,0.629810020806651,2.88881593261788,1.90420247788545,0.0900975491871068,0.892784205111199,4.06143730593158
"TGCT","GSE3218_97","OS","ENSG00000138326",1.47199934086067,0.320921102687314,0.682794101199139,3.17340477266706,1.63370086014204,0.200904533763599,0.76422826589834,3.4923839113586
"TGCT","GSE3218_97","OS","ENSG00000111640",1.46678058642044,0.325332472302363,0.680486831232088,3.16162663251616,2.13536780352731,0.117042387526109,0.808233195509984,5.64168321923956
"TGCT","GSE3218_97","OS","ENSG00000108298",1.14401835327316,0.728584722327482,0.534745545982109,2.44747806215412,0.679840820006464,0.377280979985774,0.287129867209535,1.60966723886575
"TGCT","GSE3218_97","OS","ENSG00000184009",1.77801075638856,0.137552570680669,0.823310733271025,3.83976805121128,1.83982776416102,0.142582802897037,0.804256788719128,4.20881271909275
"TGCT","GSE3218_97","OS","ENSG00000105193",1.25339668017974,0.560187243842062,0.585318030844809,2.68401647497191,1.44259725919086,0.342718556089556,0.673882101716294,3.08820615197332
"TGCT","GSE3218_97","OS","ENSG00000172757",0.937508003115156,0.866961402940648,0.440582889358849,1.99490556064037,0.556616128240146,0.131256174437303,0.257320967710475,1.20402747189124
"TGCT","GSE3218_97","OS","ENSG00000131469",0.930394669606488,0.851446655165284,0.437192882295359,1.97998246606257,0.617509800798569,0.222962625871968,0.282297926241259,1.35076569339161
"TGCT","GSE3218_97","OS","ENSG00000110700",0.933913220963283,0.859272077190916,0.438528640316447,1.9889097862813,0.626925793137357,0.238279795102072,0.286529076436681,1.3717140158645
"TGCT","GSE3218_97","OS","ENSG00000163682",1.01142341449333,0.976540998671762,0.47438894374679,2.15641055060376,0.614505231549766,0.264957251722702,0.258892404391054,1.45858539376708
"TGCT","GSE3218_97","OS","ENSG00000280858",1.2658671355582,0.542022697019521,0.592268206562892,2.70556411289683,1.75440320705144,0.139718476673248,0.823919334209002,3.7357183951355
"TGCT","GSE3218_97","OS","ENSG00000148303",1.2658671355582,0.542022697019521,0.592268206562892,2.70556411289683,1.75440320705144,0.139718476673248,0.823919334209002,3.7357183951355
"TGCT","GSE3218_97","OS","ENSG00000156482",1.29087714274961,0.509707548053887,0.603059332498266,2.76318383262592,1.48341747970564,0.303319223581634,0.696719762865291,3.15841108058491
"TGCT","GSE3218_97","OS","ENSG00000142534",0.952487883990755,0.899730257773028,0.446669442909379,2.03110641113018,0.544024859912789,0.144183157000129,0.23737023342488,1.24684145915369
"TGCT","GSE3218_97","OS","ENSG00000109475",1.3172606173478,0.476857130024456,0.615072063434142,2.82109306725375,1.72782459171871,0.175739911255093,0.775258944968066,3.8508137689026
"TGCT","GSE3218_97","OS","ENSG00000108107",1.55514105115652,0.2564404013219,0.720932028293212,3.35463482558523,0.532932348787645,0.16802848913155,0.214643355413115,1.3232037294501
"TGCT","GSE3218_97","OS","ENSG00000137154",0.756990150400733,0.47135882339001,0.354013926778105,1.61867668037506,0.647877847397312,0.257823703883548,0.30370678220738,1.38207550749249
"TGCT","GSE3218_97","OS","ENSG00000182899",1.27168301418181,0.534156262142701,0.594992884584212,2.71797819849331,1.52014088535284,0.301904114037162,0.68242847056498,3.38618391669416
"TGCT","GSE3218_97","OS","ENSG00000145425",1.22393044028613,0.602100123044222,0.571887317524349,2.61940713975569,1.55963972441909,0.254838380215793,0.721289925543523,3.3723971233247
"TGCT","GSE3218_97","OS","ENSG00000114391",0.96869078624196,0.934307184309703,0.45465277954492,2.06390872676355,1.44459382939372,0.424467666474729,0.582810168293111,3.58067076632211
"TGCT","GSE3218_97","OS","ENSG00000104904",0.750726898498575,0.458891202379158,0.350649352607387,1.60727767480104,0.545716195014553,0.111999881370745,0.255693466963005,1.16469993949533
"TGCT","GSE3218_97","OS","ENSG00000063177",0.601088335850407,0.19032788734988,0.27833915750349,1.29808249308537,0.267071165591318,0.00925143822109793,0.0919763279874849,0.775493097528428
"TGCT","GSE3218_97","OS","ENSG00000145592",1.02741750527611,0.944074691748187,0.482535174778518,2.1875850410953,0.720428981224014,0.401327852962657,0.333839406427343,1.55469338548692
"TGCT","GSE3218_97","OS","ENSG00000171863",0.85624369030185,0.687081591115852,0.402082299955462,1.82339102532725,1.56870474969618,0.241308646370081,0.733995862728603,3.35265458114614
"TGCT","GSE3218_97","OS","ENSG00000083845",1.07350350158874,0.854096977128401,0.503996451721666,2.28654341511061,1.85041369688154,0.107033800188549,0.865224194978046,3.95739147088194
"TGCT","GSE3218_97","OS","ENSG00000143947",1.07554428862173,0.850116458455155,0.505257360614415,2.28951739640191,1.41883436440917,0.378161344813344,0.649120632153712,3.10125861652116
"TGCT","GSE3218_97","OS","ENSG00000142676",0.881089553412424,0.742639087042037,0.413648072860513,1.87676155666338,0.632344270089473,0.247525334640009,0.288856179814837,1.38428499667657
"TGCT","GSE3218_97","OS","ENSG00000143549",0.785956310002987,0.533985887379571,0.367256646778413,1.682004469224,0.495404639838472,0.0647737826091733,0.231534708307456,1.05999553573447
"TGCT","GSE3218_97","OS","ENSG00000135486",1.24994256544987,0.564055353563443,0.584781911807915,2.6716907369676,1.48558308044367,0.317775106350592,0.679929691025145,3.24586073829636
"TGCT","GSE3218_97","OS","ENSG00000096384",2.0679941985857,0.0643056704884255,0.942151458582659,4.53918525140073,2.81579992431761,0.0109772318888063,1.22507651774911,6.47202774595245
"TGCT","GSE3218_97","OS","ENSG00000167658",0.950738306716358,0.895697509232944,0.44671522535568,2.02344419118061,0.698040466994128,0.359311987883262,0.32235007737463,1.51158795285504
"TGCT","GSE3218_97","OS","ENSG00000075415",1.11754325882303,0.773100630908011,0.524811537724493,2.37971699470608,1.88726798427294,0.163295938916323,0.761217326980969,4.67905855294685
